Authors,Title,Year,Link,Abstract,Author Keywords
"Akbaş E., Dinçer Z.Ö.","Accuracy order in L2 grammatical morphemes: Corpus evidence from different proficiency levels of Turkish learners of English",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124771621&doi=10.14746%2fSSLLT.2021.11.4.6&partnerID=40&md5=7f3655e054b96f3a9cf907329d0b4ce2","The present study empirically scrutinizes the fixed natural order of grammatical morphemes relying on a manual analysis of an EFL learner corpus. Specifically, we test whether the accuracy order of L2 grammatical morphemes in the case of L1 Turkish speakers of English deviates from Krashen’s (1977) natural order and whether proficiency levels play a role in the order of acquisition of these morphemes. With this in mind, we focus on the (in)accuracy of nine English grammatical morphemes with 2883 cases manually tagged by the UAM Corpus Tool in the written exam scripts of Turkish learners of English. The results based on target-like use scores provide evidence for deviation from what is widely be-lieved to be a set order of acquisition of these grammatical morphemes by second language learners. In light of such findings, we challenge the view that the internally driven processes of mastering grammatical morphemes in English for interlanguage users are largely independent of their L1. Regardless of L2 gram-mar proficiency in our data, the observed accuracy of some morphemes ranked low in comparison with the so-called natural order. These grammatical morphemes were almost exclusively non-existent features in participants’ mother tongue (e.g., third person singular –s, articles and the irregular past tense forms), thus suggesting the influence of L1 in this respect. © 2021, Adam Mickiewicz University Press. All rights reserved.","English as a foreign language; Grammatical morpheme; Learner corpus; Natural or-der; Second language acquisition"
"Holowsko N., McComb C.","MULTI-OBJECTIVE MODEL-BASED OPTIMIZATION OF PILOT DECISION MAKING FOR URBAN AIR MOBILITY",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124618925&doi=10.1115%2fIMECE2021-69819&partnerID=40&md5=4b39e6939e428bf4dcdb0df52bd9e201","The emergence of an Urban Air Mobility (UAM) market utilizing fleets of vertical takeoff and land (VTOL) aircraft has the potential to shorten commutes, alleviate traffic congestion, and transform the way people interact with cities. Both industry and academic effort has been aimed towards predicting and simulating fleet activity for the purpose of informing vehicle design decisions and infrastructure planning activities. However, little effort has been targeted at analyzing aircraft fleet performance and sensitivity to pilot decision making, infrastructure availability, and changing vehicle characteristics. In this work, we utilize an existing proprietary, industry developed, discrete-event simulation tool that calculates air vehicle fleet performance with user specified vehicle and demand parameters. Building on this simulation, we then apply an optimization and sensitivity analysis, identifying the relative importance of different vehicle parameters, network attributes, decision making policies, and demand characteristics as they ultimately relate to objective functions that aim to maximize vehicle utilization and minimize the number of deadhead trips. The result of this analysis will inform critical requirements of the UAM market and highlight the importance of effective vehicle scheduling in a UAM scenario. Copyright © 2021 by ASME.",
"Gillis D., Petri M., Pratelli A., Semanjski I., Semanjski S.","Urban Air Mobility: A State of Art Analysis",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124491790&doi=10.1007%2f978-3-030-86960-1_29&partnerID=40&md5=1aca3b330bb90c726667769d7a431df2","Urban Air Mobility (UAM) is an aerial component of urban mobility system which integrates an emerging transport mode, Unmanned Aerial Vehicles (UAV), also known as drones, into multimodal urban mobility context. UAM has potential to bring new services related to both passengers and logistic/freight mobility (like passenger carrying air taxis or small package delivery drones) as well as enable better resilience in emergency situations resulting due to various causes (for example, traffic accidents, traffic congestion, catastrophic events and others). Such new services, accelerated thanks to the recent introduction of Vertical Take-Off Landing (VTOL) capable vehicles, able to need less air space to take-off or landing, have the possibility to transform the way people move within, around and between urban areas by shortening commute times, bypassing ground mobility congestion and enabling specific and oriented point-to-point flight across the cities. As currently the UAM integrations are still hindered by a number of constraints, in this paper we provide an overview of UAM legislative frameworks, with particular focus on European Union (EU), together with the overview of the most relevant UAM case studies and the potential new UAM services. © 2021, Springer Nature Switzerland AG.","Logistic and freight delivery; Passenger mobility; Sustainable mobility; Urban Air Mobility"
"Kilkis S., Naeem N., Prakasha P.S., Nagel B.","A Python Modelling and Simulation Toolkit for Rapid Development of System of Systems Inverse Design (SoSID) Case Studies",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124480986&doi=10.2514%2f6.2021-3000&partnerID=40&md5=28f5d1f2c6ff6c1376f1b3252452c53d","The complexity of System of Systems (SoS) necessitates the use of Modeling and Simulation (M&S) to quantify metrics of effectiveness and emergent properties. However, definition of these large-scale simulations is time-consuming and the tools available are not specialized for requirements specific to SoS. Furthermore, with the plethora of scientific packages available as Python packages, creating a bespoke simulation toolkit with this language will allow engineers to rapidly analyze case studies. An emphasis is placed on a SoS approach utilizing Agent-Based Modelling (ABM) in this paper as it is beneficial to capture emergent properties while developing new multi-vehicle platforms in a complex operational environment. This paper presents the development process and feature highlights of a toolkit to support SoS Inverse Aircraft Design applications. Developed features in the toolkit are driven and verified by two case studies: Wildfire suppression and collaborative design of Urban Air Mobility (UAM) SoS. © 2021, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Lippoldt K., Preis L., Bogenberger K.","VERTIPORT PLACEMENT METHOD BASED ON MOBILITY SURVEY DATA",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124461849&partnerID=40&md5=2d6b5db78840d28a7040cf86160cfec3","Accessibility, network capacity and connectivity are crucial key factors when planning infrastructure elements for transportation systems. Determining the right network size to handle the expected amount of passengers with a profitable utilization rate can secure a sustainable operation. This present work proposes a method based on Germany-wide travel survey data for locating infrastructural elements in the context ofUrban Air Mobility (UAM), in the following named vertiports. An interface to parallel ongoing research is presented at the end of the paper, where recommendations for vertiport layout design are derived from a given surface area, including a calculation of the possible throuhgput. © 2021 32nd Congress of the International Council of the Aeronautical Sciences, ICAS 2021. All rights reserved.","Travel survey data; UAM; Vertiport placement"
"Alvarez L.E., Jones J., Bryan A., Weinert A.","Demand and Capacity Modeling for Advanced Air Mobility",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123742143&doi=10.2514%2f6.2021-2381&partnerID=40&md5=799126919d851439ed9357ac05763ac4","Advanced Air Mobility encompasses emerging aviation technologies that transport people and cargo between local, regional, or urban locations that are currently underserved by aviation and other transportation modalities. The disruptive nature of these technologies has pushed industry, academia, and governments to devote significant investments to understand their impact on airspace risk, operational procedures, and passengers. A flexible framework was designed to assess the operational viability of these technologies and the sensitivity to a variety of assumptions. This framework is used to simulate air taxi traffic within New York City by replacing a portion of the city’s taxi requests with trips taken with electric vertical takeoff and landing vehicles and evaluate the sensitivity of passenger trip time to a variety of system wide assumptions. In particular, the paper focuses on the impact of the passenger capacity, landing site vehicle capacity, and fleet size. The operation density is then compared with the current air traffic to assess operation constraints that will challenge the network UAM operations. © 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.",
"Maheshwari A., Sells B.E., Harrington S., Delaurentis D.A., Crossley W.A.","Evaluating Impact of Operational Limits by Estimating Potential UAM Trips in an Urban Area",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123593201&doi=10.2514%2f6.2021-3174&partnerID=40&md5=08dd574f85868704165b726ed9765243","To realize the vision of large-scale Urban Air Mobility (UAM) operations, it is important to understand and quantify the impact of various operational limits and their interdependence with potential new technologies. This paper builds upon the prior computational framework development to perform such analysis for two candidate metropolitan areas: Chicago and Dallas. As part of the larger study, various operational limits, including, high operating cost, aerodrome throughput capacity, weather, surface congestion, etc. are analyzed. In this work, daily commute trips are generated for each metropolitan area (∼6 million for Chicago and ∼5 million for Dallas), along with the income information to estimate the number of UAM-preferred trips for various network sizes. A number of metro-level sensitivity studies for specific aerodrome infrastructure, operating cost scenarios, and ride-sharing are reported. A summary of key findings from various concurrent studies is also provided to assist the UAM community in realizing this new mode of transportation. © 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.",
"Howard R.J., Wright E.C., Mudumba S.V., Gunady N.I., Sells B.E., Maheshwari A.","Assessing the Suitability of Urban Air Mobility Vehicles for a Specific Aerodrome Network",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123583017&doi=10.2514%2f6.2021-3208&partnerID=40&md5=b446c8af20a00db17a1e08c7b59b554d","A wide array of electric vertical takeoff and landing (eVTOL) vehicles are in various stages of development. The addition of these vehicles to the Urban Air Mobility (UAM) market would provide more options for short to medium distance aerial transportation, filling the niche that is currently occupied by helicopters. However, the costs and benefits of adopting these vehicles are reliant on many different factors related to both the aircraft and its operating environment. This paper compares 13 UAM vehicles (12 emerging eVTOL vehicles and one helicopter) using a Direct Operating Cost (DOC) model developed by the authors to compute economic metrics. With the computed DOC values for each vehicle, a computational framework determines, from a set of known passenger trips in the Chicago Metropolitan Area, the number of passenger trips that would use UAM as part of the total trip. These assessments use a specific network of aerodromes in the Chicago Metropolitan Area using existing sites that could support UAM aircraft operations. From the results, we infer important vehicle characteristics and preferable vehicle configurations for the specific aerodrome network that lead to the highest number of passenger trips utilizing UAM. © 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.",
"Sells B.E., Maheshwari A., Chao H., Wright E.C., Crossley W.A., Sun D.","Evaluating the Impact of Urban Air Mobility Aerodrome Siting on Mode Choice",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123571350&doi=10.2514%2f6.2021-2371&partnerID=40&md5=5343d5c19ff26eeecc99e964c13256da","For Urban Air Mobility to service future transportation markets additional research is required to define where the emerging vehicles and service providers will operate. Research continues to provide applications of various siting formulations and methodologies using metropolitan areas such as San Francisco, Miami, Los Angeles, and Boston; however, there is limited work on siting approaches that investigate the impact of siting on passenger mode choice for a given metropolitan area. This paper investigates the impact of UAM-aerodrome siting on mode choice via trip effective cost modeling. The resulting optimal UAM-aerodrome networks undergo evaluation using a computational analysis framework to assess the number of UAM-preferred trips and provide guidance on siting UAM-aerodromes in the Chicago Metropolitan Area. The developed siting analysis generated multiple networks using various features; and the authors observed moderate improvements in the number of UAM-preferred trips as a result of marginal improvements in generated objective values. © 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.",
"Lee T., Lee H., Koo B., Nam K.","Position Fault Detection and Failover Method for UAM PMSM Control",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123386192&doi=10.1109%2fECCE47101.2021.9594929&partnerID=40&md5=9e8e8a9216ef7401da972d2b92826c48","A strict fault tolerance is required in urban air mobility (UAM). Position sensor is one of major maintenance target in permanent magnet synchronous motor (PMSM), since it is under hostile environments. As the sensor backup, sensorless algorithms are often used. In this work, sensorless algorithm and resolver work in cooperative and surveilling mode to each other. Based on the PMSM model, Runge-Kutta method is utilized to predict currents under two different position. These currents are compared with the real current measurements, and the result points to the angle suspected of being defective. Simultaneously, the deviation between the resolver sensor and the sensorless angle is always monitored. As this deviation, i.e. the angle error, increases, the weight of the suspected angle continuously decreases. Also, the fault is flagged when corresponding error exceeds a threshold value. In this work, a smooth transition is achieved thanks to logistic function-based weighting and sensor fusion The proposed method is verified through simulations and experiments. © 2021 IEEE.","Urban air mobility"
"Suntharalingam P., Baronian A.","Solid State Circuit Breaker design with discrete SiC MOSFET's for Aircraft Electrification Application",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123381021&doi=10.1109%2fECCE47101.2021.9595794&partnerID=40&md5=28339360cf0bd89107e4bae8af3f0f7f","Paralleling discrete FETs and achieving acceptable current sharing is a challenge since it is difficult to achieve perfect symmetry related to circuit layout and due to the component variations caused by manufacturing limitations. Hence, high-voltage, high-current switching power converter/motor drives utilize power semiconductor modules more often than paralleling multiple discrete components to achieve different design requirements. However, for certain applications, such as solid-state circuit breakers, discrete paralleling option may be feasible as there is no continuous ON/OFF switching operation of the power switches. The study in this paper proposes a symmetrical design for paralleling six discreate FET's for a solid-state circuit breaker application. Initially, a symmetrical layout is proposed to achieve near identical impedances between all of the FETs and a simulation study is performed in LTspice to verify the current sharing performance. Secondly, a simulation model is developed to highlight the importance of DC resistance of the bus bar for current sharing between FETs. Thirdly, an experimental prototype is developed using SiC FETs, and the transient current sharing performance is analyzed for different DC resistance conditions. Finally, conclusion remarks are made to highlight major design constrains in paralleling of discreate FETs and ways to overcome such challenges. © 2021 IEEE.","Electrical Distribution System; eVTOL; solid-state protection component; SSCB; UAM"
"Swanke J., Zeng H., Jahns T.M.","Modular Fault-Tolerant Machine Design with Improved Electromagnetic Isolation for Urban Air Mobility (UAM) Aircraft",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123342936&doi=10.1109%2fECCE47101.2021.9595489&partnerID=40&md5=b3523305cf73fe875e49690a92c6283c","The electric propulsion machines used in Urban Air Mobility (UAM) aircraft must achieve high power density, efficiency, and reliability. A modular stator configuration (i.e., breaking the machine into multiple three-phase groups) is a promising approach for achieving high levels of stator and power electronics fault tolerance. This paper proposes a stator configuration using double-layer concentrated windings that offers an improved tradeoff between the electromagnetic isolation characteristics of individual modules and their power density metrics compared to previously reported modular stator configurations. The proposed stator structure utilizes a unique stator tooth tip structure that increases the leakage inductance. The post-fault performance characteristics of the new configuration have been investigated via simulation for both open-circuit and short-circuit faults. These results demonstrate that the healthy module exhibits very little impact when either fault type is applied to an adjacent module, even during the initial transient period following the fault application. The modular motor approach is applied to a quadrotor aircraft application and analyzed for both healthy and faulted operation. The machine is estimated to achieve 14.1 kW/kg active power density and 96.0% efficiency during rated operation at 70 kW, 8000 rpm. © 2021 IEEE.","electric aircraft propulsion; fault tolerance; integrated motor drive; modularity"
"Gillani R., Jahan S., Majid I.","A Proposed Communication, Navigation & Surveillance System Architecture to Support Urban Air Traffic Management",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122833307&doi=10.1109%2fDASC52595.2021.9594379&partnerID=40&md5=23b053c13bbf6451eccd5a9c09bf67a4","The long outstanding human inspiration to be able to traverse intra-city destinations aerially, avoiding traffic congestions is on the brink of materialization. Flight trials of Air Taxis pave the way for Urban Air Mobility (UAM). However, the greater challenge resides in formulating the Urban Air Traffic Management (UATM) structure and procedures to enable multiple aircraft to safely navigate their way in urban skies. The key technologies enabling UATM are Communications, Navigation and Surveillance (CNS) systems. This paper presents a proposed configuration for CNS System to support UATM. Aircraft for UAM are supposed to operate within the aerial bounds of the cities away from conventional air traffic. Thus air traffic would be much denser and the Air Traffic Management (ATM) system required to control air mobility must provide integrity, robustness, security and high geo-spatial accuracy. Additionally, there is also a need for fast and accurate communication between traffic controller and the air vehicle. Communication requirements for UAM include Vehicle-to-Vehicle (V2V), Vertiport to vertiport and Vertiport to Vehicle communication. Navigation requires Self-positioning and Situational-awareness. Surveillance needs to be able to perform Ground stations detecting and tracking aircraft, position and Identification updates. The paper presents the concept of operation, architecture of CNS systems fulfilling these requirements. The region of flight operations is the capital city of Islamabad and adjoining regions. The viability of the proposed structure is verified through simulations carried out in GNU Octave software. © 2021 IEEE.","Avionics; CNS (communication Navigation and Surveillance); Simulations; Urban air mobility; Urban Air Traffic Management (UATM)"
"Kilbourne T., Wieland F., Lehky M., Trainum B., Underwood M.","Toward a Cloud-Based Flight Management System",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122832302&doi=10.1109%2fDASC52595.2021.9594466&partnerID=40&md5=faa2c2feb4bf11502e69ab2a08b2e83d","This paper summarizes the results of an initial concept exploration into the Cloud Flight Management System, or Cloud FMS, idea. Cloud FMS is a concept in which part of the aircraft's FMS is on the aircraft itself, while another part resides in a ground-based cloud environment. This paper is limited to understanding whether this idea can be practically implemented within the current constraints of air-ground network throughput, availability, reliability, and latency. Simulation and live flight tests were conducted to study this concept, and specific findings that further fine-tune the Cloud FMS concept are provided. © 2021 IEEE.","airlines; cloud computing; flight testing; FMS; simulation; UAM"
"Craven N., Verma S., Monheim S., Cheng A., Seah C., Renema F., Farrahi A.","Preliminary Evaluation of National Campaign Scenarios for Urban Air Mobility",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122831498&doi=10.1109%2fDASC52595.2021.9594371&partnerID=40&md5=2e1ccebb0caf5a44b00cd96f2a0f4202","Urban Air Mobility and Advanced Air Mobility concepts offer a novel method for transportation of passengers and cargo. Whereas the concept may reduce congestion on roads and highways, it also introduces new complexity to the National Airspace in terms of management of such operations. NASA, in partnership with FAA and industry, approaches these complexities with research and development activities such as flight tests and simulations, in order to better understand the impacts and necessary mechanisms by which these operations could be integrated. One example of such research and development activity that NASA is conducting is the Advanced Air Mobility National Campaign effort. Flight-test scenarios were proposed as part of the National Campaign and tested in simulation for evaluation with industry partners prior to the flight test. This simulation, exercised as an engineering evaluation, provided a data collection opportunity to better understand what iterations and modifications would be needed to successfully demonstrate the flight-test scenarios in order to mature the concept of Urban Air Mobility and Advanced Air Mobility. © 2021 IEEE.","Advanced Air Mobility; UAM; Urban Air Mobility"
"Veneruso P., Opromolla R., Fasano G., Burgio G., Gentile G., Tiana C.","Extending Enhanced Visual Operations to Urban Air Mobility: Requirements and Approaches",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122827914&doi=10.1109%2fDASC52595.2021.9594381&partnerID=40&md5=0ec3bbe7c1603ecf1f283de36c1ffa4b","This paper addresses the possibility to exploit Enhanced Vision Systems (EVS) for landing operations within the Urban Air Mobility (UAM) framework. First, an analysis of sensing requirements is carried out in terms of sensors' Field of View (FOV), operational range, resolution, and frame rate. These requirements are estimated considering different factors such as airspace structure and possible landing trajectories, navigation performance, and wind conditions. A preliminary assessment of the level of maturity of the available technologies is obtained as a result of the comparison of the EVS state of the art and the estimated visual requirements for the UAM scenarios. Finally, the performance of sensing systems fulfilling the previously defined requirements is assessed within a numerical simulation framework able to realistically reproduce UAM landing scenarios including trajectory/attitude disturbances. Specifically, visual-based techniques for pose estimation with respect to a vertiport are developed and then integrated within a multi-sensor fusion architecture combining other sources such as inertial sensors. © 2021 IEEE.","autonomous landing; Enhanced Flight Vision Systems; Unmanned Aircraft Systems; Urban Air Mobility; vision-aided navigation"
"Han R., Li H., Knoblock E.J., Apaza R.D.","Dynamic Spectrum Allocation in Urban Air Transportation System via Deep Reinforcement Learning",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122821402&doi=10.1109%2fDASC52595.2021.9594301&partnerID=40&md5=e7aa31d2582f56d4e46cf51f3511cff2","The emerging concepts of Urban Air Mobility (UAM) and Advanced Air Mobility (AAM) open a new paradigm for urban air transportation. A big challenge is that these new aerial vehicles will quickly saturate the already crowded aviation spectrum, which is an essential resource to ensure reliable communications for safe operations. In this paper, we consider an air transportation system where multiple aerial vehicles are operated to transport passengers or cargo from different sources to destinations along their pre-defined paths. During the flight, the minimum communication Quality of Service (QoS) requirement must be achieved to ensure flight safety. Our objective is to minimize the average mission completion time by jointly optimizing the velocity selection and spectrum allocation for all aerial vehicles. We formulate the optimization problem as a multi-stage Markov Decision Process (MDP) where the optimization variables are coupled together. A multi-agent Deep Reinforcement Learning (DRL) based solution is proposed where Value Decomposition Networks (VDN) algorithm is utilized to take discrete actions. Additionally, we propose a heuristic greedy algorithm as a baseline solution. Simulation results show that our learning based solution outperforms the heuristic greedy algorithm and another Orthogonal Multiple Access (OMA) solution in minimizing the mission completion time. © 2021 IEEE.","Air-Ground communication; Multi-agent; Reinforcement learning; Spectrum allocation"
"Viana Junior A.A., Sergio Cugnasca P.","Detecting cables and power lines in Small-UAS (Unmanned Aircraft Systems) images through deep learning",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122805028&doi=10.1109%2fDASC52595.2021.9594405&partnerID=40&md5=4ef54876899771a2cca2030bb942c9a3","Small Unmanned Aircraft Systems (UAS's) will be a new modal for cargo transport within urban and suburban areas and for security services, as they are small, agile and low-cost vehicles at lower altitudes. However, its use in urban areas has several challenges. A crucial one is the detection of cables and power lines on power poles that are exposed on streets, as this detection bring many other challenges to be faced, e.g., they are difficult to be detected because their structure is long and thin when compared to a noisy image background. Therefore, detection systems can avoid accidents that cause material damage and injury for people. One way to avoid accidents caused by this type of vehicles is through the detection of cables and power lines with an embedded camera installed in each small UAS. The proposed method on this work is to realize the semantic segmentation of cables and power lines in small-UAS images through computer vision applications and deep learning techniques. Convolutional neural network (CNN) UNet was customized and implemented, and UAS images dataset of power lines in urban and suburban areas was used to train, test and detection validation. The Adam optimizer algorithm was used in replacement for stochastic gradient descent and an accuracy of 0.96 was obtained, which can be considered a promising result to proceed with streaming videos. The main contribution of this research is to provide a detection of cables and power lines for a detect and avoid systems (DAA) of small UAS, which will turn safe the use of aircraft at lower altitudes in urban areas. In addition, a secondary contributing is to create a test standard in this area. © 2021 IEEE.","Deep learning; Detection; Semantic segmentation; UAM; UAS; UNet; Wires and cables"
"Ferrare F.D., Moreira Baum D., De Almeida Junior J.R., Camargo Junior J.B., Cugnasca P.S.","Scenarios for the Use of eVTOLs Using Multiagent SystemsWith Netlogo:Comparison of Parameters and the Impact on UAM",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122804859&doi=10.1109%2fDASC52595.2021.9594507&partnerID=40&md5=7bd3087d74769d13e04789655bb3dbe8","Electric Vertical Take-Off and Landing (eVTOL) has been used in the most diverse applications, as electric vehicles and having a small size, they could land in small spaces and maybe in dense urban areas. Another type of vehicle used is the Unmanned air vehicle (UAV), which doesn't need user (human) control. The future of the development of this technology is the use of these vehicles to make deliveries and transportation of people and many others, having many vehicles making transit in small areas, leading to traffic jams. Despite this, most research focuses on scenarios with only one or a few agents. These scenarios, however, do not reflect the reality expected in the future, including multiple aircraft controlled by different entities, with diverse goals. These scenarios, mainly urban and used in dense areas, with many vehicles having to share the same air space, the normal Air Traffic Management (ATM) could not handle this new traffic, of hundreds of small and autonomous vehicles, in a central city region, this requires specific rules that have been called UAM (Urban Air Mobility). Bringing issues as safety and rules regarding the organization of this new system. This work aims to present scenarios using computer simulations created based on a multi-agent simulation tool or a Multi-Agent System (MAS). The MAS has the advantage that we could create and simulate more powerfully the existence of multiple vehicles (or agents) that act independently, as would happen in a real situation. This tool uses the Netlogo language and allows the modeling of multiple UAVs with stochastic trajectories created in a decentralized way, verifying how the model deals with conflicts and obstacles, highlighting some challenges and capabilities of UAM. Presenting some scenarios, using different parameters, such as aircraft by distinct capacities and in adverse climatic situations. As well, analyzes of results from these simulations conducted to assess the safety and the performance of the process. Using this tool, we propose some testing scenarios and execute some validation using multiple executions with different parameters as the number of planes and velocity to get results as the trajectory time and the number of conflicts. With this data, we try to show that we could estimate the airspace capacity and validate the safety of the given model used parameters. We will show some results of the execution of this tool and try to make some inferences and draw some conclusions based on these results. © 2021 IEEE.","Multi-Agent; Netlogo; Simulation; Unmanaged Air Vehicles; Urban Air Mobility"
"Sanni O., Khamvilai T., Puntawuttiwong T., Feron E., German B., Pakmehr M.","A High-Performance Computing Process for Urban Air Mobility Simulations",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122803310&doi=10.1109%2fDASC52595.2021.9594353&partnerID=40&md5=79d069e5e4269ee65391738e22fdb57e","Commercial aviation is statically proven to be the safest mode of commercial transportation. This feat is largely due to technological advances and stringent regulations that yield an under-utilized national airspace. However, as the air transportation system (ATS) evolves to support a new class of vehicles, known as urban air mobility (UAM) systems, airspace utilization will increase and a new set of safety requirements will be needed to sustain, or preferably improve, ATS' safety record. This paper addresses this safety challenge with a novel process for developing and testing safety standards. It outlines and demonstrates a high-performance computing (HPC) process for large-scale high-fidelity UAM simulations. The developed HPC process incorporates automated air traffic control (ATC) services, which have been proposed in the unmanned traffic management (UTM) system. In addition to outlining a process for gathering UAM performance and safety data, this paper more generally contributes a novel blueprint for performing high-fidelity simulations of a large set of autonomous UAM systems that concurrently fly in an urban environment. © 2021 IEEE.","air traffic management; autonomy; computational fluid dynamics; multi-agent simulation; trajectory generation"
"Geffard M.V., Anderegg A.H., Vempati L., Ferrell U., Wilcox S.","Unmanned Aircraft System (UAS) Repeatable and Scalable Approval (RaSA) for Integrated Airspace Operations",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122797087&doi=10.2514%2f6.2021-2370&partnerID=40&md5=d130703cab7ebc8374cbf9a8ae531605","Interest in commercial uses of Unmanned Aircraft Systems (UAS) ranges from small UAS operating below 400 ft above ground level (AGL) to medium and large UAS at higher altitudes, extending to towered airports and cruising through all controlled airspace up to the upper Class E in the National Airspace System (NAS). UAS operations will face unique challenges in abiding by the same rules as manned aircraft. Approval paths and procedures are needed to ensure interoperability of UAS of various capabilities with each other, with air traffic management (ATM) and manned aircraft operators. A scalable process for Federal Aviation and Administration (FAA) approvals and oversight is required to meet the expected demand and increased complexity of UAS operations in the NAS. The approval process is the result of a series of FAA decisions to be captured in the products, rules, orders, circulars, procedures, and systems that support repeatability at the pace necessary to meet industry demand. New UAS operational concepts pose unique challenges from aircraft certification, operator certificate type for the scope of operation, crew composition, human-automation role, qualifications and training, and airspace operational limitations and requirements. In this paper, we will describe a decision identification framework (DIF), also referred to as the framework, that informs a repeatable process based on concept elements that characterize an operation. The framework organizes the decisions from low to high complexity to inform the approval process for operations, including night operations, operations over people (OOP), beyond visual line of sight (BVLOS), and small package delivery (SPD). These will lay the foundation for approving the most complex step, integrating multiple approved operations into the same airspace, which is a significant part of urban air mobility (UAM). The DIF is a work breakdown structure for creating the repeatable and scalable approval (RaSA) process. A detailed description of the approach to establishing a RaSA process for integrating UAS operations in the NAS is presented. The paper also shows how the decisions can inform the RaSA approval process using integrated operations in controlled airspace along with UAS Traffic Management (UTM) which is a key pre-requisite for integrating operations at low altitude airspace. © 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.",
"Vempati L., Geffard M., Anderegg A.","Assessing Human-Automation Role Challenges for Urban Air Mobility (UAM) Operations",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122794809&doi=10.1109%2fDASC52595.2021.9594358&partnerID=40&md5=ac19b72437fd9582acac03f1fef1d96d","New aircraft types ranging from semi-autonomous to fully autonomous aircraft are envisioned for passenger and cargo transport operations. They present innumerable integration challenges, foremost among them pertaining to human automation roles and interactions. Both the FAA Urban Air Mobility (UAM) Concept of Operations (CONOPS) and NASA UAM CONOPS present incremental paths to fully integrated operations that assume initial operations are conducted using highly autonomous aircraft with a pilot on board using existing rules, regulations, systems, and infrastructure. In this paper we present an analysis framework to analyze the varying levels of automation as well as the human automation roles and interactions to achieve an adaptable, repeatable, and reusable process for approvals and oversight. Designing displays, systems and tools considering current and future needs will be not only beneficial but essential for integrated operations. © 2021 IEEE.","HOTL; HOTVL; human-automation roles; HWTL; integration; levels of automation; urban air mobility"
"Rakas J., Jeung J., So D., Ambrose P., Chupina V.","EVTOL Fleet Selection Method for Vertiport Networks",2021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122794107&doi=10.1109%2fDASC52595.2021.9594309&partnerID=40&md5=f2b7d5493d4de8464a1e6fb6d0511227","To date, there have been over 400 electric Vertical Takeoff and Landing (eVTOL) air vehicle designs that vary significantly in terms of design concepts, thrust type, air vehicle size or passenger seating capacity. Our study proposes a method for exploring ranking of passenger eVTOLs for vertiport network routes within large metropolitan regions. The method uses a benchmarking approach to indicate the eVTOLs most suitable to perform in the determined operational envelope. The study includes (i) a database, which was developed from open-source data that contains declared eVTOL performance characteristics, (ii) analysis of performance and limitations of eVTOLs, (iii) a multi-criteria decision analysis method for benchmarking technical specifications of eVTOLs, and (iv) an operational envelope design limited by a certain metropolitan area. To date, this has been the first attempt to map the passenger eVTOL family in its entirety. This research provides the UAM stakeholders with a generic tool that can be utilized in different metropolitan areas that anticipate the UAM deployment. © 2021 IEEE.","eVTOL; multi-criteria decision analysis; performance; thrust; vertiport"
